"fy_ef","org_id","org_name","sobj_en","expenditures" 
2014,71,"Canadian Human Rights Commission","Rentals",320248.65
2014,71,"Canadian Human Rights Commission","Repair and maintenance",130464.55
2014,71,"Canadian Human Rights Commission","Utilities, materials and supplies",108114.62
2014,71,"Canadian Human Rights Commission","Acquisition of land, buildings and works",154119.92
2014,71,"Canadian Human Rights Commission","Acquisition of machinery and equipment",437068.58
2014,71,"Canadian Human Rights Commission","Other subsidies and payments",633236.77
2014,71,"Canadian Human Rights Commission","Internal revenues",-1143236.86
2014,72,"Canadian Human Rights Tribunal","Personnel",1345774.54
2014,72,"Canadian Human Rights Tribunal","Transportation and communications",192507.43
2014,72,"Canadian Human Rights Tribunal","Information",13046.99
2014,72,"Canadian Human Rights Tribunal","Professional and special services",795424.68
2014,72,"Canadian Human Rights Tribunal","Rentals",41548.15
2014,72,"Canadian Human Rights Tribunal","Repair and maintenance",943.36
2014,72,"Canadian Human Rights Tribunal","Utilities, materials and supplies",12877.42
2014,72,"Canadian Human Rights Tribunal","Acquisition of machinery and equipment",1415.10
2014,72,"Canadian Human Rights Tribunal","Other subsidies and payments",65134.78
2014,74,"Canadian Institutes of Health Research","Personnel",44226233.98
2014,74,"Canadian Institutes of Health Research","Transportation and communications",2988924.18
2014,74,"Canadian Institutes of Health Research","Information",693064.27
2014,74,"Canadian Institutes of Health Research","Professional and special services",5593196.65
2014,74,"Canadian Institutes of Health Research","Rentals",1393848.71
2014,74,"Canadian Institutes of Health Research","Repair and maintenance",61427.12
2014,74,"Canadian Institutes of Health Research","Utilities, materials and supplies",135343.39
2014,74,"Canadian Institutes of Health Research","Acquisition of machinery and equipment",919901.46
2014,74,"Canadian Institutes of Health Research","Transfer payments",959845009.43
2014,74,"Canadian Institutes of Health Research","Other subsidies and payments",1422433.42
2014,76,"Canadian Intergovernmental Conference Secretariat","Personnel",2635296.37
2014,76,"Canadian Intergovernmental Conference Secretariat","Transportation and communications",701799.95
2014,76,"Canadian Intergovernmental Conference Secretariat","Information",8725.67
2014,76,"Canadian Intergovernmental Conference Secretariat","Professional and special services",1310868.94
2014,76,"Canadian Intergovernmental Conference Secretariat","Rentals",369940.40
2014,76,"Canadian Intergovernmental Conference Secretariat","Repair and maintenance",7856.44
2014,76,"Canadian Intergovernmental Conference Secretariat","Utilities, materials and supplies",20518.55
2014,76,"Canadian Intergovernmental Conference Secretariat","Acquisition of machinery and equipment",42815.06
2014,76,"Canadian Intergovernmental Conference Secretariat","Other subsidies and payments",71665.63
2014,79,"Canadian International Trade Tribunal","Personnel",4845041.15
2014,79,"Canadian International Trade Tribunal","Transportation and communications",118916.45
2014,79,"Canadian International Trade Tribunal","Information",24146.15
2014,79,"Canadian International Trade Tribunal","Professional and special services",330300.28
2014,79,"Canadian International Trade Tribunal","Rentals",44218.13
2014,79,"Canadian International Trade Tribunal","Repair and maintenance",11216.14
2014,79,"Canadian International Trade Tribunal","Utilities, materials and supplies",30339.74
2014,79,"Canadian International Trade Tribunal","Acquisition of machinery and equipment",78906.73
2014,79,"Canadian International Trade Tribunal","Other subsidies and payments",241410.85
2014,81,"Canadian Museum for Human Rights","Other subsidies and payments",21700000.00
2014,82,"Canadian Museum of History","Other subsidies and payments",68923716.00
2014,84,"Canadian Museum of Immigration at Pier 21","Other subsidies and payments",9900000.00
2014,85,"Canadian Museum of Nature","Other subsidies and payments",26276818.00
2014,86,"Canadian Northern Economic Development Agency","Personnel",10585851.21
2014,86,"Canadian Northern Economic Development Agency","Transportation and communications",820688.81
